student_id,course_name,grade_point_average
5694e8a3-123b-4c79-9eae-7e16941a545e,Ciência de Dados,7.8
f7b960a6-2c4d-4972-84d0-b7614e46afd6,Ciência de Dados,8.9
2cfa1c18-8ca1-4cb2-b36c-4873a9fb2a51,Administração,7.0
8c90b9df-f1c9-4c3c-b0cb-1eb0d38d5b14,Direito,1.7
3db44535-f747-4b95-836a-8d5c23e595b5,Ciência de Dados,2.0
a05e980f-9926-4973-86a8-ba4a1c3bfcbf,Direito,1.3
62e9709a-5c8d-48d7-a8c4-f9941dd391ba,Administração,9.9
d4b1402c-6d17-4e26-a79d-2c81710bd222,Administração,5.3
627889dc-03ff-45d5-a5cd-cbcce668e7ec,Engenharia de Software,5.8
33f4487a-2d92-4b4a-8390-6a19ac489a2a,Direito,6.1
5eafe86e-2743-40c4-aa96-5f5946b3ddfe,Engenharia de Software,7.6
e3398222-40b5-4d89-85cf-5494cc20987d,Administração,4.0
2688e668-afe7-4c46-8780-4ba050e5f5e6,Administração,7.5
2c8cdfed-62a3-4259-9e9d-d371ca3a3391,Direito,6.1
87ac32fd-bddb-4d3a-8e69-327e410abe8f,Ciência de Dados,6.8
0eb513c1-c9e7-41d9-9a1f-2dddc9aa6fd4,Direito,3.9
5605a7ca-294b-489b-b3f2-e2558aa39af9,Ciência de Dados,0.7
2a57540c-e7f7-48d7-b9d2-d81d1e021cff,Administração,9.0
b4aaf072-bb19-4954-bf2f-effc8938c3df,Administração,8.3
6a9c7fc9-55fc-4ac9-8a92-61476416ee03,Ciência de Dados,7.3
54dd5da4-8f00-4e93-8c6b-5419fbc8aef1,Engenharia de Software,8.1
353f4dbf-3ff9-420e-b47f-8193e52e11d6,Direito,3.6
e0b5dc09-8033-4621-8c4f-b59912d626a6,Engenharia de Software,2.7
8ca3f3b0-6fb2-421e-bc05-75bb0466929a,Ciência de Dados,6.1
d5f40cb8-b018-4401-b2ec-f3b0dbf5484f,Engenharia de Software,1.2
accf441b-6515-48a6-ba28-e0959348d9d8,Administração,6.7
4d4e718e-03e2-4035-83f5-2e108bf8ba45,Engenharia de Software,9.5
50de9ad4-cdaf-4460-8505-742c35425ea9,Administração,9.7
4f6bbf81-f277-44c1-921e-c2661ef70bf4,Ciência de Dados,4.2
67abfc99-ca5a-4db2-b78a-7be8b60723ed,Engenharia de Software,7.1
974c6218-f877-47d6-beba-ec76a1fa83bb,Administração,9.6
1c02e020-6214-40de-bb0b-37748628af27,Engenharia de Software,8.4
f721695a-0862-48b1-b125-a7a0b2962a81,Administração,1.9
fc211166-334f-4754-9f2a-29ed53a5e08b,Administração,5.2
f0f818cd-d0ab-4562-bed2-34933d765268,Direito,9.3
08b6bf73-57d8-4675-9f7b-e9bb3b3557f8,Direito,2.8
882272b2-184c-4aa1-a1e3-449f07f42789,Direito,2.6
9c955f24-98b7-484d-b1d1-ee1afd1a8cb5,Engenharia de Software,1.7
d7e561e7-73c0-4c07-8edb-cb85ce974b61,Administração,6.7
cfca9b1f-c6c1-49bb-b45f-6b734b9f167f,Administração,5.4
4ea86dac-559f-4dfd-8917-4b9f80127977,Direito,3.3
f614f4bc-01b4-41b6-b2e9-f35bba929f7b,Direito,7.0
bdcf0963-15c6-4eb0-863a-547c982cae3d,Engenharia de Software,6.2
53a0d86c-1e65-4d65-98f4-f3b3ce23341e,Administração,0.5
8c723318-a1cf-46c8-a21d-5e47f7b15e89,Administração,3.3
1b3002e6-5250-4599-b909-3a1019a1b95a,Administração,5.1
43a681dd-d806-46af-93ba-5a98dccbe9a2,Administração,0.0
c53133e0-6554-4125-ae61-9277c21824e5,Direito,2.7
9e1ae346-0ba5-42f0-9bca-412527f4f1bb,Administração,6.9
33188cf2-03a0-441d-b9e8-595488a3cab9,Administração,1.0
e30ca245-81d5-4ac6-a687-dc757d53e5c9,Engenharia de Software,3.1
88e326ff-bcd4-4759-9cc9-47e608f69660,Engenharia de Software,6.0
3e6593e2-e50a-486f-a587-413f1acb9a0b,Ciência de Dados,2.8
c71d0e3b-81d9-470d-aa88-fe5185fe88fd,Administração,7.3
0ecd3a27-4eda-487e-bd6d-b7ed40c4b9c2,Direito,3.8
25378137-cc88-4e9d-b54c-4dca94880a2e,Administração,5.9
8510d9df-4ccb-4b9f-9c0e-ff7f2828c575,Engenharia de Software,2.6
d44c7769-c958-490c-81a9-aafb4309c51d,Ciência de Dados,7.0
a9a5aa57-3620-43d9-be16-264b84c96b12,Ciência de Dados,7.4
50144ea4-27c0-4062-870f-ae71d62ca61c,Direito,0.3
a8f16869-4ddf-4ce8-a72b-24b64d48cb3c,Engenharia de Software,9.2
548fa08a-7d54-4f77-b759-ac5752890b37,Direito,9.8
495a4856-6e49-4445-b7b8-5bfd14f174d1,Engenharia de Software,7.6
fd3620bc-9ab3-4a81-ae7c-87794c44063f,Administração,4.8
a7e96b67-e353-48c3-aa4d-bf6a38b1fc08,Administração,7.6
e3d2d18c-d410-40a1-b7d6-ad9ea7c03a73,Engenharia de Software,7.9
5941c72c-d285-4eea-9d22-8363d9951129,Administração,4.6
5f763d3c-2142-486d-bdea-0948d62e0046,Engenharia de Software,4.8
8b1d0a90-1de5-41ee-bf88-2d0e037a0f4d,Direito,5.1
e88973ae-17e4-428e-8d5c-754b924f3c0f,Administração,5.8
0406b0ef-da10-46cf-971f-3bb9228d4856,Administração,3.6
814e7bdb-95e5-4cfe-a61c-2992d9400e61,Direito,8.6
311a47ac-eedd-426c-9ce2-0e2a698f25f3,Ciência de Dados,1.0
f82d2532-1738-4988-8f23-8b22fe60dfb7,Administração,0.2
e5eb0661-ab59-4bbe-aa88-97893bd75853,Direito,6.9
13b0248b-9d4b-41eb-afce-aa817a6eaf35,Administração,2.8
7ae6a084-77b4-42b0-b94a-b272f1651dac,Administração,8.7
c59dee6e-125a-43e8-8bb7-ab2e4f4098a2,Engenharia de Software,3.6
22b1cc57-75ee-4ecc-8d53-78bbebcb1bc3,Ciência de Dados,0.6
80ed4530-7944-49ab-bdeb-5830c5c04ece,Direito,9.2
0e00ecfe-eb49-4d8d-a117-ca6b80a7e11b,Ciência de Dados,7.8
abba045d-866f-44c3-a7e5-918e39eee12a,Engenharia de Software,3.8
4a7eae46-3151-4562-902e-f8087aafde0e,Engenharia de Software,4.5
c6ca72f7-9691-4acb-9368-5527d64bcdc6,Engenharia de Software,1.3
6282cb5d-e3f3-46f6-a63e-7f30c84f812a,Engenharia de Software,8.8
353fbf2f-7ab5-4a73-b8c2-65600784e82b,Direito,9.0
1c43e888-5182-4a4e-bf60-3506eafe2626,Engenharia de Software,5.6
6b06d2cd-49c5-49a8-a95d-e078793e408a,Ciência de Dados,9.0
15d74451-0892-4d5b-9685-08ece9f9ae3c,Direito,4.4
6db7ce1b-7204-4063-8624-61f6bdcdae21,Direito,3.8
c0d64139-665a-491d-ba53-11feaab9b334,Ciência de Dados,1.7
3b83fdbc-557e-4b33-abf1-e6040861b7df,Administração,0.2
fad41efb-4a83-431a-a808-f731ab10242e,Direito,2.3
962af260-4e23-4608-9709-9182f1f6b5dd,Administração,4.0
1fc96994-7fdf-48b5-88c0-48081897d912,Direito,2.5
8d8ce5ec-5012-4f8b-a82a-cb515118e6b8,Administração,8.3
aca7a3ed-ac40-4c82-97dd-15549afea2c3,Administração,8.9
f536d583-4d0e-48d6-b113-f4df937fb041,Ciência de Dados,6.1
4561701c-fb30-48e9-94eb-6dec5e7d485e,Ciência de Dados,6.6
c32ef6bf-e1d3-4ebf-93d7-6b8f4464d0c9,Engenharia de Software,7.9
f98f76c2-7641-42e0-8688-725e0b645c07,Engenharia de Software,4.2
feeb24b4-800e-421b-bb7f-91feadf2042a,Administração,1.4
471c32ac-aa74-4df6-8639-558b1ef7e83d,Direito,8.2
14853b4b-f93e-4899-ba37-db29a61054dc,Engenharia de Software,4.6
4bd247ba-1a23-4f11-8ea6-a4a38073795d,Administração,7.7
4f73c603-7e80-4497-970e-2526fc1f34d7,Administração,5.4
a9abc740-2614-4c77-b7a9-9828a878fd4e,Administração,1.9
bf46f1db-cda2-4103-9990-3cb1cfff1ac8,Administração,5.6
8707677a-a068-4380-ab91-3c8bb2688568,Ciência de Dados,7.4
5d5d9b9a-e6d3-4f20-a927-1b39cb484754,Engenharia de Software,2.5
697dd964-8997-40bd-9918-5da40e8c1699,Direito,3.0
ef8a625a-b1d9-4b2d-aac2-372066dd1157,Direito,2.0
b7be0337-97b2-470f-b93c-7082f3aefb41,Administração,7.7
1ad66ec4-3bd2-4a0e-ae6f-4a240c53a5c9,Administração,9.0
0034c1da-0293-448e-bbf2-6332b1adfd82,Direito,9.4
1a015260-e52f-427d-a235-8334931533b4,Direito,8.4
bff3e483-5f90-4979-b9ed-af26288f7973,Direito,4.0
03ff9840-07be-46b3-8345-11642b49f47e,Administração,4.2
9e763faa-8f52-441c-8cb4-ff4f78caffa0,Administração,6.2
ce9a0da5-59f8-41f0-9156-389d7b4a2eba,Ciência de Dados,2.8
f57d185d-126a-4ab8-879c-9d81872dad3a,Direito,3.2
1797d360-ae6f-45a5-b112-6b64301d7b28,Direito,4.5
26845c2b-30a3-459f-a845-cdf62c877e21,Ciência de Dados,10.0
809cbd52-2b17-4fe2-8260-78d2a02fbc44,Direito,7.2
91f2fe41-cc3a-43b8-a616-0ecfb6a60cd5,Direito,5.5
365b6e69-1e75-45bc-baa2-bd94c1667109,Administração,1.3
e6ba04f6-c7d7-4cc2-9b34-8f636c26102f,Ciência de Dados,1.9
d2d94884-1aad-4a64-a160-aa086bffaed3,Ciência de Dados,3.9
ee04e10f-0283-4b9c-b1e1-059695bce948,Ciência de Dados,8.2
5c3578b6-8a2a-4fb2-a4b8-60d67b2b3a7e,Engenharia de Software,8.8
50df73e2-36d4-489b-8d8a-f7621116d931,Ciência de Dados,6.9
97bcadc8-7b25-44b7-bf70-78e6d63c0e05,Ciência de Dados,2.6
cad7ffa5-3334-4295-bbca-ce9eba59bb88,Ciência de Dados,10.0
5a57f732-e568-474f-b930-c4cca918bca4,Administração,4.4
f01ced62-b1b5-4280-889c-d5cfd4d3b1be,Direito,8.5
1134bf8c-8e40-40a8-ad2d-87bbc1cc69cf,Direito,5.9
eff9e8d1-b07f-46b4-ae84-2a2f44b6d827,Administração,3.8
83cbb1c8-3076-4a7c-b1b3-b477b518b528,Engenharia de Software,1.1
7cf0211e-8651-44c7-91c1-0c7cb5e44fbd,Administração,4.8
df5c0645-b540-4bac-a082-379d783ff39d,Administração,4.4
d3e70db2-8f4d-4b48-b6c2-af01c058037c,Direito,5.4
71a94544-5b43-4fab-94ec-0117c660af2d,Administração,1.2
4076fff1-bb45-4ee2-b98c-34965ea63dd8,Administração,5.3
354f26b7-7981-436f-b7ba-46af33e10e57,Engenharia de Software,1.0
fe4d09b3-8cc8-4753-a09e-a267e7dd8cf4,Administração,7.0
72a44355-61e5-4c79-a8f8-22d63258e9c2,Administração,8.0
a955d184-37a6-4175-945b-440fac87ecb1,Direito,1.5
34f3a332-50c6-482c-9c6a-c2d99da04ae6,Ciência de Dados,0.9
4a0b04c6-d2ad-4d49-a164-d64c22105f75,Ciência de Dados,5.9
a322c043-8746-4fe8-8425-8c1f4868cbe6,Direito,0.7
f549351c-f337-4821-9c4d-10d06c9af562,Engenharia de Software,6.5
810a7aa1-aa75-42f7-b389-d871467f42cc,Engenharia de Software,0.5
d89a27a4-c6b1-42c1-a24f-1d0683970ca3,Administração,1.6
ce4f55c2-020f-4c55-9ee2-45b65e3a07c2,Ciência de Dados,7.8
66e8efad-cad8-4679-bc3d-bc39c4809281,Ciência de Dados,10.0
c58be35a-f659-4129-9794-d81bfa10ec38,Ciência de Dados,2.4
5a494b24-d952-4ab4-bd57-03cbf3073a67,Administração,8.2
82348521-bf8e-41f7-bb4f-e041d968ce80,Direito,9.1
fc643b15-dda2-4e0d-a83d-d41996eddb99,Administração,7.2
79c2012d-470a-41fa-a24c-ce23c417186a,Direito,8.9
1cd08386-11ae-4d34-87d2-95fcdae50a4a,Administração,2.8
39de74cf-797b-442e-adf3-b4c641d90bd1,Administração,6.1
7f940a8d-47c2-45e0-ae13-9d5f61dd8243,Direito,3.1
6f3c33d2-9746-4ca8-8f9a-aaa0c4391282,Engenharia de Software,4.2
804d86b1-aaca-4fe4-888c-57583e6d2c89,Administração,3.9
67a9d18d-5c91-454f-83d5-7605f657cee0,Engenharia de Software,5.3
4579c630-70ec-4334-9a38-1b6bd7862c17,Ciência de Dados,8.8
67ce7df2-b5bc-4d19-ae1c-7c2728b4aa52,Direito,1.1
ae37b517-ed2a-4b29-a9d5-041c76ea9677,Administração,9.5
aeaf53a3-6322-40da-9a4c-ec643d8d2db7,Administração,2.5
b1a2728f-632d-4af6-aeb9-03028098a7d7,Ciência de Dados,4.6
8bd9b8dc-f4ec-40e1-8bdf-d816855b88f1,Direito,5.7
00ffc57f-5be4-4d5e-80a4-22e3b43bcc7d,Administração,7.2
2cdba27e-f783-4c83-8e97-70fad3c512df,Ciência de Dados,2.9
02ac8c64-1312-40e5-8c09-a708312e75c3,Engenharia de Software,0.6
1ab9760e-193d-4174-8ed0-535c0c875ece,Engenharia de Software,1.4
c046e440-b7fc-450c-b70c-4f33a9791f8a,Ciência de Dados,2.7
c515b072-2139-473e-81b9-4815077204cb,Ciência de Dados,5.1
61278d5b-d7ee-4413-a788-06980d3f6506,Direito,0.5
e8baea9b-232c-426e-8856-42c1776f1673,Direito,6.0
17e90808-1a0e-4404-931d-4100653e85e0,Ciência de Dados,6.2
38aee036-30bc-4227-926d-491f68c7ca36,Ciência de Dados,3.5
5d430e43-48ca-4742-9f71-877e081284bb,Engenharia de Software,8.4
0c8e5879-ca3b-447a-b1df-382acce55898,Ciência de Dados,3.9
938e7697-02c5-46f8-a967-41bbadc48d8d,Ciência de Dados,6.3
24a37aaf-c6cd-45dc-837e-a64be25a58da,Engenharia de Software,8.8
8e330384-2e52-4066-8e40-167f67a04075,Ciência de Dados,6.6
ff04f294-fff6-4d54-8cff-6fec911bc9f2,Administração,1.3
04810e47-953e-4dfd-ba45-c24d4d10d1db,Ciência de Dados,0.0
ba28aadf-a9b3-47f0-a02f-a16ce3cbafd5,Engenharia de Software,1.3
0e37b571-f1f9-47ad-8fca-2444017f183d,Ciência de Dados,8.9
4c199674-16cf-455d-aedc-37db7c940a42,Direito,7.7
32f546a6-7c85-4370-953b-2db105aa4b5a,Direito,5.9
00b9045e-dd38-4ad6-b51c-ef1f3850ff2d,Administração,2.9
8fedbe9e-0aac-4a63-afb1-9df3b63b06ca,Engenharia de Software,3.5
1e03cec7-ec66-4799-a6b1-7f93d832aa92,Engenharia de Software,3.7
56370840-028a-4be7-9b4d-bebd566a8c06,Administração,3.1
1e55424b-7607-4b7f-a88c-82c4cc92413c,Ciência de Dados,0.8
1c05319a-8605-4da0-b3fe-175ddc64364a,Engenharia de Software,0.1
3e6d97cd-88c1-423b-a326-c02e7ad0d3cf,Engenharia de Software,8.7
9500937f-baec-4388-8f18-83288daf4965,Administração,9.7
7f06ebf0-81ec-4f16-a9fb-a7a8bf8ecb77,Direito,2.4
281b6aaf-60ed-4822-a871-aeac9086f38a,Engenharia de Software,8.4
fe25ee3e-5508-4ca5-be8a-334d09433f05,Administração,5.5
96abf0f5-22ea-4029-a69d-0dd2d8ad4883,Ciência de Dados,3.8
6153fb96-941b-4934-a0d9-76d61afe1915,Ciência de Dados,3.6
455a35e0-1f22-42b4-a061-9fce1a5c96dd,Engenharia de Software,9.1
00c44e35-e925-4eab-b675-6c08620aa660,Engenharia de Software,7.3
776640e7-919f-4178-93a9-53506f3ff34d,Ciência de Dados,2.5
a207bce3-764b-4940-b497-f9e3974d4a56,Direito,2.6
1063ed32-e4d0-4881-8b99-fbbc2be38d0d,Administração,2.6
da598643-7ca6-46eb-9db2-647824fb5458,Engenharia de Software,8.2
a2ac3c0a-a705-43d1-be7e-224a0c783ae7,Engenharia de Software,5.1
c467bfbc-0a71-4adb-83fd-1b9a6ab8b774,Direito,0.8
37b24846-a53c-486e-a0e4-05e439f76978,Engenharia de Software,7.6
c80ab31e-83d3-4c2d-94ba-0adfb7e6be45,Engenharia de Software,2.9
3a378334-4e0e-47e2-8088-08b5cf398889,Administração,5.0
4e352569-8627-4dfe-8a6d-34faaa1afeeb,Direito,0.4
0cb424d4-8369-492c-9516-0204efc82d58,Administração,0.2
d8726b02-2b63-4cad-b3cb-f9911b0d1bf7,Ciência de Dados,2.8
c90418fd-993d-45e1-a84d-14e5deac07c1,Engenharia de Software,1.7
f7af0a3a-c963-4b51-a71c-64e30e5568e0,Ciência de Dados,9.8
de4401d8-23ea-4cda-8edf-2dcdfdd72dce,Engenharia de Software,5.6
20db5d4d-6d75-47c1-8fd6-4196fe0600d1,Direito,2.1
a3f4d7d3-edb6-4054-8771-e5101c982b42,Administração,8.1
dc997e30-0670-4f9c-8ce9-31b32b410609,Ciência de Dados,9.2
4eb5438a-8881-4828-a8e2-3a363ef1ab80,Direito,2.7
73ba3cf6-c118-452b-abd0-9ca7601f3da0,Engenharia de Software,5.2
5618405f-af84-477a-a933-9cbc91532236,Engenharia de Software,7.6
484cdff5-68a1-4f3c-a2e5-428a5574414a,Direito,7.4
5c79f0e4-ed38-4e60-b314-e49b451b8910,Direito,6.5
b00c5786-1f67-4883-b896-29c3975c4e08,Direito,4.3
8d64008e-fa9d-49c9-8f9b-5a792645c66b,Engenharia de Software,1.4
f877ea87-fbee-4a3d-92e4-524f3858d74a,Ciência de Dados,1.1
a8cfd916-e9cf-4c43-9808-97b3f65f7c92,Administração,5.4
4db64c40-b9e8-45b0-9ae6-eeb368c35fb6,Administração,7.9
d17e770d-47e2-40e8-80ab-2be0927880f1,Ciência de Dados,0.2
74e012ce-d5d4-4177-b959-233ba47dd067,Direito,6.7
16e7d86d-6910-4bfe-9ab3-1b4054a0623e,Direito,5.5
ff4f640f-79ed-4a98-83b4-876234656876,Direito,8.5
f7f90871-c5aa-44be-a0db-abd0e1c6a122,Direito,0.9
9c23c580-c204-4f1e-860b-93d3860744a5,Ciência de Dados,3.5
9ca959c0-453b-4cd6-a347-65d686efe557,Ciência de Dados,7.1
ccd8b0b8-54af-4f56-a19a-1a8bc3847488,Direito,6.1
fb35912d-967c-46f5-842d-6bc309f356b0,Engenharia de Software,4.9
f7493261-d431-4ad4-904a-06761f1406fc,Direito,9.5
f595b484-0860-49dc-9b2e-38e4de9754c3,Engenharia de Software,8.6
d614c42b-64f9-4560-b468-d3bac0f187f0,Ciência de Dados,7.8
fbf8bc61-e528-46c5-bb06-17e4d34356bb,Administração,0.5
9e44b7e3-2ba4-475a-9a9f-d55db051fd64,Ciência de Dados,6.6
f7cde27e-4703-4ba9-a9ea-f8b0ec883937,Direito,3.8
10765288-890d-4c26-83e2-ec3367e70435,Ciência de Dados,4.8
eacf2167-dc04-49ec-8dd6-f6545a5d79b8,Ciência de Dados,3.7
e8c9ee13-e265-4824-97fd-d5ad61c53ae3,Direito,1.2
501b0210-4699-4977-9c51-99a214547385,Ciência de Dados,9.3
f98d7935-9a3a-4ab7-8d9f-9c2fa358cd23,Ciência de Dados,4.0
e5bfd8a0-362f-4341-a484-ecd94255931b,Ciência de Dados,9.9
fb3184ab-da52-4ab0-ae89-d30b2b944ab7,Ciência de Dados,2.7
e0dc47b0-2011-4ea1-a745-1aee0fde7676,Administração,6.3
0b24a96f-33e2-4c1b-91bb-76fd038019c3,Direito,2.9
6757eb62-c387-410f-afb1-5135b735ab66,Ciência de Dados,6.2
490d685b-f6f9-4361-8048-45e906302c9e,Engenharia de Software,6.9
24a2b9ae-ae03-4b33-9b6e-9e96dbc63e60,Administração,1.6
c554cf45-84f6-409d-8a55-72ea7a81fb82,Ciência de Dados,2.3
1d6f0ad3-3f6f-48ec-956f-892401e35dfb,Ciência de Dados,4.4
63934d0d-2020-4c60-830a-8a3d331b05ca,Engenharia de Software,4.0
2bc9ee48-184a-4f23-b916-ab3fb158d68f,Administração,9.1
2bf71022-dd09-4f0c-ad1e-f458cdcad5b7,Ciência de Dados,7.2
3b4f911c-cef6-40df-8007-6e7e3921d28c,Direito,6.5
51674d4f-0d2b-46b3-868d-444e8a9ef641,Administração,6.8
d1b64aae-52c9-4b07-b2a5-123a996585dd,Direito,1.4
ed9ed359-23f8-4a34-9dcf-3cfe1599d48d,Direito,10.0
44de2945-4a17-4c4d-b2a8-c3ef3a14a882,Ciência de Dados,8.9
678a017f-a89f-42e9-bf3e-baf39dc3c826,Administração,3.3
e796bf04-05d4-4542-9c98-ad602dd7910c,Direito,6.6
e2ab6419-db47-485c-af3e-9bf21d304a8c,Engenharia de Software,9.8
04847d7c-89ae-42bb-881d-71cde568f48d,Direito,5.3
a4d84ba5-0d18-4b0c-9868-f948a7562c4a,Administração,5.8
68996568-cff8-441f-b4a9-f0f887adb651,Engenharia de Software,0.2
77ea593a-ffab-4645-8126-747629b2aea8,Administração,4.3
30d5ba22-169e-44b1-9e14-d7e77aa9be3d,Administração,3.8
806bb90a-f9c8-4919-a62e-df2d4d732471,Direito,4.7
f262fce2-9072-4404-b525-770c608c362e,Ciência de Dados,0.8
e6537825-b349-4c32-a8d2-4e939a0a0eb6,Engenharia de Software,9.6
b1dac966-2f11-4e7e-9de7-77c54c4abf88,Administração,7.7
468a8c64-e4e0-43fc-9511-af74f317d0a7,Engenharia de Software,2.7
4c84b375-43ca-4a42-b581-360f8896548a,Ciência de Dados,9.5
24db0404-6ff0-4197-81b7-c440707bf060,Administração,0.3
ea4f8b99-7283-4da8-abd5-ab5bbd5b0c17,Direito,4.1
6427010d-6ffa-4937-b468-49a6cd190c88,Ciência de Dados,5.3
a7350afb-78f1-4c4f-a4c1-a134f004fb68,Ciência de Dados,2.4
da7104cd-c6b7-473e-ab7a-a912e84700d3,Administração,7.3
669d02aa-a799-4c3c-bd25-e7a069d82655,Ciência de Dados,8.8
12813618-447d-489e-bd91-417a3ee685ce,Ciência de Dados,9.0
79c99ba2-5370-4231-a44a-fb0bd5f49c23,Engenharia de Software,3.1
3af29e30-c711-45d1-91b6-792193ddb2ed,Engenharia de Software,2.4
067ddb46-29d1-407f-87e9-427ed44eca34,Ciência de Dados,6.0
0f97c3ae-b13f-4b27-8020-84c794002b84,Engenharia de Software,7.3
f466fb37-147e-4c4b-9c4c-1aaeb47b52c8,Ciência de Dados,9.3
2842c9e0-de22-4149-9478-36c7168d0df8,Ciência de Dados,3.0
34ea6402-6a77-4b58-b798-0abdf29f4cf4,Engenharia de Software,4.0
d7abdf5e-b814-4a03-9cae-c917aa51e50e,Direito,2.9
4eeba380-80a4-403a-8eb5-1883b97e65b5,Administração,6.9
08c1cf33-48c5-4c26-852d-fa75dd5d0af4,Ciência de Dados,3.3
3ce8123c-e289-4ab1-9bd1-f7610b00ad99,Ciência de Dados,8.3
08b50de5-dd8f-496b-a9f0-da65d1757ee5,Administração,10.0
3bd507ba-4291-463f-b1b8-0f2703b8a94f,Direito,1.8
65af493c-4d72-4c5e-b362-7556ba19ff2d,Administração,7.2
966f8636-5c3a-4127-9cfa-549aa776fe08,Engenharia de Software,5.4
33d9218d-3c2f-4f8d-b30f-d4f6e7cf550b,Engenharia de Software,8.6
c67e4cfc-e55c-4f39-adc8-8427d5a882b3,Engenharia de Software,7.6
0e0fa5f9-7dc1-4efa-8f91-0959c20732f7,Direito,5.7
1085f685-59a4-456a-8996-e4b96f94aa24,Direito,4.0
9ac12496-0dac-4f48-920f-86c508dfba6d,Administração,3.5
82be4b6f-1fe7-4648-bbe5-cdbff61a6797,Ciência de Dados,3.6
28ba750e-2620-402e-ab21-41ec5409ec99,Engenharia de Software,5.0
7a10d6e4-4434-47c0-b986-bc8b8b80bd15,Direito,5.1
cf72aeb7-3296-4195-a58f-55511627b11b,Engenharia de Software,6.2
c3148c94-0fb0-499f-87eb-1e7798f3a131,Ciência de Dados,5.5
9f2be9b1-7f96-4055-b1f6-049a585d7cbd,Engenharia de Software,3.9
b6c239d5-65b4-4000-9403-cdeb3262b57b,Administração,1.0
c1e79bb5-2ee0-44ff-afd8-7d3a87af4015,Direito,4.2
60e0cfad-80f1-413a-a195-cabbf9de6e9d,Direito,5.3
96685a47-63c8-4213-8def-40cc46f145e3,Direito,4.2
1ec55298-f0fe-4b0f-beeb-2aa08a95d321,Administração,0.5
8633e638-25b8-4017-b552-10b325b2aa91,Administração,0.5
71a61544-bdbc-4d83-a947-cb362d07a8f5,Direito,5.2
a29091e0-c5f4-4156-bccb-07cdebdf0983,Administração,0.5
3ee5197b-5e60-49b1-b18f-3de4d489aafe,Engenharia de Software,2.3
e0ad6c05-03c0-4fa9-a6f2-dd4ca35ac4a8,Direito,5.8
66b52680-a56e-4486-9f41-559c4d9de072,Direito,8.5
04e336a4-d655-4146-9c9d-a28d6ce01bc5,Administração,4.1
91653231-0a8a-4ef4-a118-eafead0f9151,Direito,3.6
